clientes_idclientes,producto_idproducto,tipo_entrega,estatus,fecha_registro
41,381,domicilio,en curso,2020-11-30 1:29
49,734,domicilio,en curso,2019-08-23 8:27
78,882,domicilio,lista,2019-03-16 4:50
96,977,piso,en curso,2019-03-15 1:13
31,560,domicilio,lista,2020-04-27 6:17
26,575,piso,lista,2021-04-12 6:31
83,987,piso,lista,2020-10-26 3:38
46,401,domicilio,en curso,2021-01-07 1:38
12,660,domicilio,lista,2021-10-05 3:42
38,100,domicilio,en curso,2020-01-19 4:35
53,610,piso,lista,2019-04-20 9:48
67,898,piso,lista,2021-06-26 2:36
42,278,piso,lista,2020-06-18 7:14
97,710,piso,lista,2021-12-14 12:34
88,320,piso,lista,2019-06-11 7:04
2,534,domicilio,lista,2021-11-06 1:47
49,21,piso,en curso,2019-12-13 7:33
88,588,piso,lista,2019-10-25 4:33
97,465,domicilio,lista,2020-05-30 2:51
12,481,piso,lista,2020-03-10 9:31
87,27,piso,lista,2021-12-13 9:00
10,169,piso,lista,2019-08-27 12:48
48,119,piso,lista,2021-02-27 4:35
29,155,domicilio,lista,2021-10-23 2:35
31,427,piso,en curso,2020-10-20 10:32
97,60,piso,en curso,2020-03-26 1:15
58,168,piso,en curso,2020-02-21 7:40
54,66,piso,lista,2020-06-18 5:19
57,928,domicilio,en curso,2020-12-15 6:36
63,204,piso,en curso,2021-12-22 10:27
22,114,domicilio,en curso,2020-10-25 4:51
11,290,piso,en curso,2019-04-06 1:32
64,917,piso,lista,2021-09-15 9:00
82,721,piso,en curso,2021-06-07 11:32
91,110,domicilio,lista,2019-09-11 3:09
26,764,piso,en curso,2020-02-07 4:16
84,62,domicilio,en curso,2021-07-27 5:24
29,296,piso,lista,2019-04-29 3:03
31,611,piso,en curso,2020-06-06 3:28
44,730,piso,lista,2021-05-31 8:12
12,961,domicilio,lista,2019-10-17 10:46
1,749,piso,lista,2020-07-02 4:18
98,637,piso,en curso,2021-09-01 7:46
16,447,piso,lista,2019-02-04 8:42
34,731,domicilio,lista,2020-07-27 1:10
16,295,domicilio,lista,2020-12-28 10:16
48,184,piso,en curso,2020-03-09 2:20
87,218,domicilio,lista,2021-05-15 10:21
27,569,domicilio,lista,2020-07-31 12:06
40,856,domicilio,en curso,2021-01-18 11:20
28,569,piso,lista,2020-05-18 6:28
46,894,piso,en curso,2019-03-19 3:17
42,110,domicilio,en curso,2020-12-16 2:12
57,321,domicilio,lista,2019-10-04 9:16
1,222,piso,lista,2021-03-10 7:24
76,586,piso,en curso,2019-03-12 7:02
98,276,piso,lista,2021-02-17 2:51
92,643,domicilio,en curso,2021-03-20 7:46
10,857,domicilio,en curso,2021-07-17 12:48
60,98,piso,lista,2020-07-07 8:19
94,629,domicilio,lista,2020-03-20 2:48
18,704,piso,lista,2020-12-28 1:20
71,528,piso,en curso,2020-04-06 3:32
9,851,piso,lista,2019-12-13 9:09
80,18,piso,en curso,2021-09-06 3:34
85,586,piso,lista,2021-01-05 6:51
63,435,domicilio,lista,2019-04-02 10:37
16,948,piso,lista,2019-02-09 11:53
3,488,domicilio,en curso,2021-03-22 8:00
27,318,piso,lista,2021-11-14 5:13
18,253,domicilio,lista,2020-11-12 12:04
35,372,domicilio,en curso,2021-09-21 2:09
84,530,domicilio,en curso,2020-09-17 6:49
50,521,domicilio,lista,2021-11-02 6:34
12,115,piso,lista,2020-03-07 2:38
99,939,piso,en curso,2021-11-08 6:48
70,598,domicilio,en curso,2019-04-13 1:33
64,809,domicilio,en curso,2020-06-04 8:52
14,898,piso,lista,2019-11-28 4:32
14,830,piso,lista,2020-10-22 8:11
16,68,domicilio,lista,2021-11-20 8:02
24,612,piso,en curso,2021-08-25 1:47
74,294,piso,en curso,2021-05-27 7:35
64,706,piso,lista,2020-03-20 8:07
33,785,piso,en curso,2019-01-05 7:03
99,683,domicilio,lista,2019-02-26 10:41
93,614,domicilio,lista,2020-06-27 4:58
42,539,piso,en curso,2019-08-06 3:45
13,173,domicilio,en curso,2019-07-10 6:07
20,306,piso,en curso,2020-01-31 6:28
83,615,piso,lista,2021-10-30 10:32
22,888,piso,lista,2020-11-18 4:00
78,138,piso,lista,2020-11-08 9:41
50,986,piso,lista,2021-09-11 2:32
88,143,piso,en curso,2019-11-24 12:05
95,713,domicilio,en curso,2021-08-02 10:50
92,778,domicilio,lista,2019-04-23 2:53
85,519,piso,lista,2020-02-01 3:07
54,786,domicilio,en curso,2019-08-31 12:55
45,259,piso,lista,2021-09-19 3:56
23,524,domicilio,en curso,2020-04-20 9:23
59,776,piso,lista,2021-12-06 5:25
79,212,domicilio,lista,2020-01-13 8:35
71,713,piso,lista,2021-03-23 2:49
49,608,domicilio,lista,2021-09-10 5:15
75,348,domicilio,en curso,2020-02-15 6:38
24,163,domicilio,en curso,2020-02-03 10:08
69,773,piso,lista,2020-11-05 2:02
68,807,domicilio,en curso,2019-05-17 4:48
20,35,piso,en curso,2020-07-02 4:49
66,242,domicilio,en curso,2020-06-05 8:57
24,621,piso,en curso,2021-10-25 1:01
10,522,piso,lista,2021-03-26 11:11
24,272,domicilio,en curso,2019-10-07 4:27
21,376,piso,en curso,2019-11-30 2:01
46,469,domicilio,lista,2019-10-18 3:48
21,671,domicilio,lista,2019-05-07 1:12
3,735,domicilio,lista,2019-05-19 8:19
15,360,domicilio,en curso,2020-07-20 2:01
55,869,piso,lista,2020-11-18 4:21
16,192,domicilio,en curso,2020-02-02 8:10
8,231,domicilio,lista,2021-10-09 8:03
54,909,piso,lista,2021-03-20 3:28
34,23,piso,lista,2019-11-25 4:25
17,640,domicilio,en curso,2021-12-19 2:45
80,974,domicilio,lista,2020-11-09 10:19
79,984,domicilio,lista,2020-08-12 6:27
30,485,domicilio,en curso,2020-12-28 10:11
27,877,domicilio,lista,2019-09-26 11:22
87,793,piso,en curso,2019-05-26 7:41
30,724,piso,lista,2019-01-04 7:47
65,920,piso,lista,2019-11-21 12:03
35,979,piso,en curso,2020-01-07 4:49
8,624,piso,lista,2019-02-11 10:25
22,613,domicilio,lista,2020-02-08 1:55
19,875,domicilio,lista,2021-07-14 3:33
10,626,piso,en curso,2021-06-21 3:44
17,731,domicilio,en curso,2021-12-02 2:04
70,283,domicilio,lista,2020-10-03 1:20
29,931,domicilio,lista,2021-11-09 7:06
38,509,piso,lista,2021-03-22 10:45
83,500,domicilio,en curso,2021-03-22 7:14
49,906,domicilio,lista,2021-01-27 1:48
72,655,piso,en curso,2019-06-13 2:55
57,330,domicilio,lista,2020-06-23 4:32
44,182,piso,en curso,2021-05-31 5:40
54,777,piso,en curso,2020-11-25 7:03
35,296,domicilio,en curso,2021-03-23 6:49
33,240,piso,en curso,2020-08-02 8:31
82,74,domicilio,en curso,2019-08-07 3:05
21,955,domicilio,en curso,2020-07-19 9:54
1,626,domicilio,lista,2019-09-06 6:00
53,178,domicilio,en curso,2019-02-13 3:04
98,236,domicilio,lista,2020-06-18 4:18
80,271,piso,en curso,2019-12-03 4:32
89,457,domicilio,en curso,2021-05-26 4:36
64,4,domicilio,en curso,2019-03-06 6:19
64,853,domicilio,en curso,2019-06-10 8:46
10,293,piso,lista,2019-03-27 8:45
23,375,domicilio,lista,2021-12-06 11:41
90,695,domicilio,en curso,2020-02-20 4:46
69,30,piso,en curso,2021-12-12 6:16
2,305,domicilio,lista,2020-11-18 12:07
43,384,piso,en curso,2019-01-23 6:02
15,103,piso,en curso,2020-12-23 11:07
54,781,domicilio,en curso,2020-07-20 2:55
10,463,domicilio,en curso,2021-10-05 1:27
13,83,piso,en curso,2020-07-21 10:03
21,730,piso,en curso,2020-08-18 4:37
82,874,piso,en curso,2021-04-18 6:31
74,307,domicilio,lista,2021-11-21 7:06
52,480,domicilio,lista,2019-02-16 2:08
17,311,domicilio,en curso,2020-01-25 10:36
47,672,domicilio,lista,2021-12-04 6:18
70,536,piso,lista,2020-06-27 11:39
5,133,domicilio,lista,2020-12-31 8:43
32,994,piso,lista,2020-01-10 8:13
13,401,piso,lista,2021-10-26 4:01
51,732,piso,en curso,2020-06-15 7:18
57,691,domicilio,en curso,2019-05-27 2:10
55,838,domicilio,en curso,2020-11-11 4:54
82,616,domicilio,en curso,2021-10-17 3:47
86,625,piso,lista,2021-04-12 9:21
20,429,domicilio,en curso,2020-06-08 4:19
23,801,piso,lista,2019-10-28 1:25
94,816,piso,en curso,2020-10-17 1:43
30,52,piso,lista,2020-09-10 10:50
17,868,piso,en curso,2021-07-22 2:00
98,155,domicilio,lista,2019-06-20 7:40
54,348,domicilio,en curso,2019-08-15 12:16
14,456,piso,lista,2021-04-08 3:04
25,787,domicilio,lista,2019-05-29 6:24
7,204,domicilio,en curso,2020-07-22 1:47
76,850,domicilio,lista,2020-04-25 6:14
40,222,domicilio,en curso,2020-09-17 8:42
40,162,domicilio,lista,2020-02-13 10:41
20,582,domicilio,en curso,2021-10-28 10:35
3,673,piso,lista,2020-09-09 2:18
77,569,domicilio,lista,2021-02-26 1:42
39,917,domicilio,lista,2021-03-17 11:39
9,287,piso,en curso,2021-01-21 10:48
7,916,domicilio,lista,2020-12-05 12:33
15,249,piso,en curso,2020-10-16 7:07
11,340,piso,lista,2021-12-10 11:18
57,478,domicilio,lista,2019-07-30 1:17
80,239,piso,en curso,2020-08-31 4:10
44,815,domicilio,lista,2019-01-28 8:09
92,271,domicilio,lista,2020-10-19 3:36
23,974,domicilio,en curso,2021-07-16 9:18
98,345,domicilio,en curso,2021-10-10 3:46
64,599,domicilio,en curso,2019-10-07 4:12
18,554,piso,en curso,2020-03-02 2:51
19,761,piso,en curso,2021-07-12 2:23
16,462,piso,lista,2019-01-01 2:08
47,586,piso,en curso,2019-10-01 6:52
60,576,domicilio,lista,2021-04-20 9:25
91,241,piso,lista,2020-06-16 2:01
56,497,domicilio,lista,2019-08-17 3:51
26,500,piso,en curso,2019-02-25 9:50
68,982,piso,en curso,2020-02-02 2:53
64,615,domicilio,en curso,2021-02-05 10:12
56,178,domicilio,lista,2021-06-09 3:15
28,627,domicilio,lista,2020-07-28 7:16
57,558,domicilio,en curso,2021-02-05 2:03
62,879,piso,en curso,2020-03-03 5:14
70,185,piso,en curso,2021-12-10 3:07
59,239,piso,lista,2019-10-24 3:33
13,858,piso,en curso,2020-04-27 6:58
57,702,piso,en curso,2019-08-01 7:16
78,94,piso,en curso,2019-07-29 7:50
66,831,piso,lista,2019-04-13 10:56
32,995,piso,en curso,2019-07-05 11:16
87,42,piso,lista,2021-03-20 7:13
93,117,domicilio,en curso,2019-06-11 3:03
27,138,piso,en curso,2020-04-27 9:20
95,459,piso,en curso,2021-11-22 12:29
93,419,piso,lista,2019-09-06 5:11
22,132,domicilio,lista,2021-10-15 12:54
90,941,piso,en curso,2019-06-01 1:03
20,631,piso,en curso,2020-04-18 8:32
24,518,piso,lista,2019-07-28 1:24
26,362,domicilio,lista,2019-11-10 7:45
89,338,domicilio,lista,2020-02-25 8:14
87,559,piso,lista,2019-07-20 9:00
55,400,piso,lista,2021-06-22 4:55
54,733,domicilio,en curso,2021-04-25 6:39
40,412,piso,en curso,2021-02-07 3:32
71,692,domicilio,lista,2019-07-19 1:06
38,791,domicilio,en curso,2021-11-03 7:11
41,686,piso,lista,2020-01-29 3:04
35,385,domicilio,lista,2019-04-28 7:23
100,639,piso,lista,2020-02-04 5:44
25,885,domicilio,en curso,2020-06-05 9:12
23,922,piso,en curso,2020-11-08 6:50
83,480,piso,en curso,2020-11-23 5:23
58,199,piso,lista,2020-09-01 11:13
25,681,piso,lista,2021-11-04 7:08
98,38,domicilio,lista,2020-08-09 6:37
46,640,domicilio,en curso,2020-05-07 3:53
84,769,piso,en curso,2020-01-16 11:57
91,707,domicilio,en curso,2020-02-21 2:39
10,988,domicilio,lista,2019-10-29 6:20
66,240,piso,en curso,2021-07-10 8:18
36,235,piso,en curso,2020-10-29 9:56
53,958,piso,lista,2019-05-10 7:39
57,399,domicilio,en curso,2019-07-13 4:01
14,23,piso,lista,2021-09-29 10:08
47,326,piso,lista,2019-01-16 10:24
50,217,domicilio,lista,2021-12-11 1:56
78,479,domicilio,lista,2021-10-05 10:23
91,781,piso,lista,2021-10-18 6:27
47,579,domicilio,lista,2019-12-26 6:39
16,127,domicilio,en curso,2020-03-31 4:38
54,274,domicilio,en curso,2020-05-06 3:54
66,843,piso,en curso,2019-10-24 8:51
22,353,piso,en curso,2019-08-18 6:43
75,696,piso,lista,2020-06-13 11:29
57,862,domicilio,lista,2020-10-06 4:02
44,856,piso,en curso,2020-07-16 5:30
37,932,domicilio,en curso,2019-09-12 9:32
92,672,domicilio,en curso,2021-07-30 10:33
86,943,domicilio,en curso,2021-07-16 10:59
44,46,piso,en curso,2020-01-22 12:53
44,561,piso,lista,2019-09-27 12:58
18,580,domicilio,lista,2021-08-21 12:16
55,780,domicilio,lista,2021-08-22 7:34
72,630,piso,lista,2021-10-12 4:32
55,644,piso,en curso,2019-08-05 12:17
61,905,domicilio,en curso,2020-03-19 6:56
74,155,piso,lista,2019-12-23 9:35
100,136,domicilio,lista,2020-12-01 6:04
61,860,piso,lista,2021-06-17 2:01
84,780,domicilio,en curso,2020-09-20 7:36
25,651,domicilio,en curso,2021-11-20 2:47
63,25,domicilio,lista,2020-02-13 12:17
61,631,piso,en curso,2021-05-01 2:41
28,568,piso,en curso,2020-01-22 2:01
77,509,domicilio,en curso,2019-03-31 6:59
2,256,domicilio,en curso,2019-12-08 10:10
56,884,domicilio,en curso,2019-08-17 10:04
19,82,piso,en curso,2021-12-28 11:46
73,184,domicilio,en curso,2020-07-22 3:21
86,918,piso,lista,2021-05-12 7:34
16,167,domicilio,lista,2020-07-16 1:12
74,822,domicilio,lista,2019-06-06 12:46
82,760,domicilio,en curso,2019-12-14 3:53
83,724,piso,en curso,2019-01-21 12:01
11,469,domicilio,en curso,2021-01-22 10:15
22,407,domicilio,en curso,2021-07-29 7:37
17,57,piso,en curso,2019-07-13 10:25
4,59,piso,lista,2019-07-10 9:55
36,918,domicilio,lista,2020-04-26 4:13
20,75,piso,en curso,2021-05-01 5:16
21,947,piso,en curso,2020-07-06 8:56
100,622,piso,en curso,2019-06-14 1:17
68,663,domicilio,lista,2020-03-09 3:37
98,178,domicilio,lista,2019-11-25 9:10
2,887,domicilio,en curso,2021-02-04 10:57
9,713,piso,lista,2019-11-11 9:23
19,363,piso,en curso,2020-12-01 5:17
37,670,piso,lista,2021-01-26 5:55
22,34,domicilio,lista,2020-11-22 10:28
98,967,piso,lista,2020-09-30 12:41
22,975,piso,en curso,2021-12-19 12:00
8,116,domicilio,lista,2019-05-31 7:41
2,372,piso,en curso,2021-01-15 4:06
62,402,domicilio,lista,2019-07-16 3:42
80,581,domicilio,lista,2020-05-12 12:37
58,626,domicilio,en curso,2019-04-10 7:55
3,32,piso,en curso,2021-03-22 3:13
87,205,piso,en curso,2019-07-09 3:48
48,958,domicilio,lista,2021-01-01 5:51
48,166,piso,en curso,2020-04-08 2:53
40,74,domicilio,en curso,2020-01-25 2:44
14,410,domicilio,lista,2021-08-18 8:18
1,231,piso,lista,2020-08-31 2:43
38,996,domicilio,en curso,2021-12-22 1:36
71,116,domicilio,en curso,2019-01-03 12:02
59,43,piso,en curso,2019-07-04 7:11
8,339,domicilio,en curso,2021-02-10 8:02
52,58,piso,lista,2021-04-04 6:29
30,892,domicilio,en curso,2020-07-22 12:50
91,786,piso,en curso,2021-01-07 1:17
59,770,piso,en curso,2019-07-08 5:50
71,597,piso,lista,2020-10-13 9:03
94,494,domicilio,lista,2020-08-02 12:12
99,535,domicilio,en curso,2020-08-06 2:32
6,19,domicilio,en curso,2019-04-07 10:59
93,689,domicilio,en curso,2021-05-10 8:57
17,506,domicilio,en curso,2021-09-26 12:00
38,915,domicilio,lista,2019-09-07 1:39
21,217,piso,lista,2021-09-20 5:18
85,291,domicilio,lista,2019-04-08 7:13
53,909,domicilio,lista,2021-08-06 3:29
31,48,domicilio,lista,2019-05-28 3:45
90,817,domicilio,en curso,2020-05-04 5:13
69,412,domicilio,lista,2020-10-27 4:59
44,866,piso,lista,2020-06-30 5:56
33,764,domicilio,lista,2019-12-21 4:41
41,176,piso,en curso,2021-06-07 12:21
92,145,domicilio,lista,2021-02-23 6:03
76,662,domicilio,lista,2021-09-22 8:59
56,682,piso,en curso,2019-12-14 9:36
35,476,piso,lista,2019-02-13 4:03
46,878,domicilio,en curso,2020-01-02 11:30
87,894,piso,lista,2019-02-26 12:45
77,939,piso,en curso,2020-07-19 1:02
30,394,piso,en curso,2020-02-09 3:13
77,946,piso,lista,2021-07-12 8:13
35,947,piso,lista,2020-10-06 8:58
57,906,piso,lista,2021-09-15 4:21
19,470,piso,en curso,2021-05-02 6:07
2,618,domicilio,lista,2021-09-11 5:30
34,441,piso,en curso,2020-07-29 5:14
86,491,domicilio,lista,2019-04-04 8:13
59,137,domicilio,en curso,2021-01-20 4:26
68,249,domicilio,lista,2019-03-28 8:26
59,788,piso,lista,2019-01-14 8:06
57,910,piso,lista,2021-04-30 3:17
53,542,domicilio,en curso,2021-10-15 1:28
32,680,domicilio,en curso,2019-08-10 1:18
68,452,piso,lista,2020-08-30 2:40
19,636,piso,lista,2021-07-06 4:27
14,860,domicilio,en curso,2021-03-30 2:33
43,77,piso,lista,2019-05-26 10:55
46,688,piso,lista,2019-10-19 1:11
17,198,domicilio,lista,2021-09-20 1:29
28,669,domicilio,en curso,2019-07-15 9:54
35,605,piso,en curso,2020-11-14 4:42
94,298,piso,lista,2019-12-12 5:52
81,696,domicilio,lista,2021-07-13 12:10
50,307,domicilio,lista,2021-12-30 12:59
45,869,domicilio,en curso,2021-12-07 1:03
49,625,piso,en curso,2020-08-28 1:22
66,313,domicilio,en curso,2020-12-12 10:58
43,552,domicilio,lista,2020-09-14 10:26
15,715,piso,en curso,2019-08-06 7:01
41,422,domicilio,en curso,2020-02-21 2:28
49,690,domicilio,lista,2021-01-16 1:15
56,593,domicilio,lista,2020-08-04 6:41
59,995,domicilio,lista,2020-07-20 6:09
55,234,piso,lista,2019-12-06 4:58
82,2,domicilio,lista,2020-07-13 9:41
6,526,domicilio,en curso,2020-06-22 1:00
13,894,domicilio,en curso,2020-11-23 3:42
54,153,domicilio,lista,2020-04-21 8:20
83,623,piso,lista,2021-05-17 4:05
61,546,piso,lista,2020-10-13 6:48
25,787,domicilio,en curso,2020-06-15 2:44
56,748,piso,lista,2020-05-03 6:55
15,408,piso,lista,2020-11-12 1:25
93,938,piso,en curso,2020-08-24 12:45
80,24,domicilio,en curso,2019-11-08 12:04
26,406,piso,en curso,2020-11-01 3:16
89,398,piso,lista,2021-12-08 9:11
100,179,domicilio,lista,2021-07-25 9:02
61,696,piso,lista,2021-01-01 9:30
14,227,piso,lista,2020-03-09 10:01
94,415,piso,lista,2021-06-14 10:40
86,751,domicilio,en curso,2019-10-30 3:01
60,360,domicilio,en curso,2019-05-21 10:35
24,59,domicilio,lista,2019-09-10 4:26
96,151,piso,lista,2021-11-15 8:05
36,651,domicilio,lista,2020-01-09 9:44
73,850,domicilio,en curso,2020-06-14 5:42
75,110,piso,en curso,2020-02-06 8:21
44,139,domicilio,lista,2020-09-01 12:52
1,303,piso,en curso,2019-05-21 8:02
92,226,piso,en curso,2020-06-05 8:35
64,293,piso,en curso,2020-12-28 4:49
65,208,domicilio,lista,2020-01-29 10:19
22,972,domicilio,lista,2021-08-10 6:36
6,795,piso,lista,2020-08-26 6:04
33,732,domicilio,en curso,2020-01-27 10:30
39,875,piso,en curso,2020-12-25 12:03
46,603,domicilio,lista,2019-03-19 8:10
29,849,domicilio,lista,2021-08-06 5:27
34,572,piso,lista,2019-12-13 10:31
95,58,piso,lista,2020-05-29 10:32
57,867,piso,lista,2020-08-19 9:19
55,900,domicilio,en curso,2021-02-01 12:08
27,809,piso,en curso,2021-12-25 10:08
38,357,piso,en curso,2020-11-17 6:06
52,569,domicilio,en curso,2021-01-06 1:23
62,636,piso,en curso,2021-04-05 2:20
73,339,piso,en curso,2021-04-08 11:23
13,273,piso,lista,2019-09-03 2:08
77,723,piso,lista,2019-10-20 8:09
77,967,piso,en curso,2019-11-09 12:43
37,165,piso,en curso,2020-11-29 2:59
70,807,piso,en curso,2019-12-07 4:53
67,598,piso,en curso,2019-09-14 2:22
81,378,domicilio,en curso,2019-03-29 1:28
17,266,piso,en curso,2021-09-23 1:37
98,450,piso,lista,2021-05-09 2:42
31,80,piso,lista,2021-01-14 6:01
76,985,piso,lista,2020-05-06 7:12
94,124,domicilio,en curso,2020-08-07 9:52
89,163,domicilio,en curso,2019-06-08 6:10
17,386,piso,en curso,2020-05-13 1:41
13,234,piso,lista,2020-08-26 4:18
52,302,piso,en curso,2020-11-05 10:40
75,136,piso,lista,2020-08-19 2:07
91,949,domicilio,lista,2020-02-02 3:33
17,207,piso,en curso,2020-01-22 11:37
6,362,piso,lista,2021-12-08 11:47
8,826,domicilio,en curso,2020-07-28 3:06
17,13,domicilio,lista,2020-09-13 4:21
69,33,piso,en curso,2021-09-08 7:55
96,519,piso,lista,2020-11-05 3:38
89,759,domicilio,lista,2019-05-19 10:26
55,984,domicilio,en curso,2021-05-06 12:10
32,443,domicilio,lista,2021-01-02 10:36
52,143,piso,en curso,2020-08-28 7:29
89,201,piso,lista,2020-10-17 12:58
74,975,domicilio,lista,2021-04-03 11:40
84,19,domicilio,lista,2020-09-06 8:52
19,386,domicilio,en curso,2020-12-28 11:16
81,528,domicilio,en curso,2020-02-28 1:49
91,922,piso,en curso,2020-11-14 12:05
58,54,piso,en curso,2019-03-17 7:38
72,905,piso,en curso,2021-12-03 6:25
13,235,domicilio,en curso,2021-07-12 6:30
86,352,domicilio,lista,2021-12-23 6:30
100,790,piso,en curso,2020-11-08 9:53
40,851,domicilio,en curso,2021-02-09 4:38
48,30,piso,en curso,2019-07-29 8:28
12,576,domicilio,lista,2021-12-28 2:16
36,610,piso,lista,2021-03-04 3:19
79,468,piso,en curso,2020-08-31 3:53
29,763,piso,en curso,2020-05-23 4:22
69,506,domicilio,en curso,2021-07-14 11:57
3,125,piso,lista,2019-02-09 2:15
55,415,piso,lista,2020-06-01 7:38
2,755,piso,en curso,2021-01-31 7:38
65,119,domicilio,en curso,2019-06-03 9:20
85,951,domicilio,en curso,2020-12-06 12:38
65,656,piso,en curso,2019-04-14 8:04
89,254,piso,en curso,2019-01-29 4:59
11,611,piso,lista,2019-09-06 10:51
33,107,domicilio,lista,2019-01-14 9:00
92,753,domicilio,lista,2019-10-12 7:14
41,986,piso,lista,2020-02-12 6:36
27,350,domicilio,lista,2019-05-03 10:44
14,192,domicilio,en curso,2019-02-09 11:04
70,236,domicilio,lista,2020-06-07 8:46
63,863,domicilio,lista,2019-01-11 6:52
33,782,piso,en curso,2021-01-07 10:06
73,573,domicilio,lista,2019-08-01 5:30
82,681,piso,lista,2021-11-16 11:33
31,889,piso,lista,2020-09-17 10:29
87,301,domicilio,lista,2021-11-05 5:48
99,980,domicilio,en curso,2019-03-11 2:29
76,188,domicilio,en curso,2019-08-22 2:10
77,629,piso,en curso,2021-08-10 2:25
86,535,piso,en curso,2021-02-15 6:44
69,908,piso,lista,2019-08-22 5:16
68,401,piso,en curso,2021-04-08 2:33
36,785,domicilio,en curso,2020-09-19 7:27
21,187,piso,en curso,2019-06-04 8:52
22,178,domicilio,en curso,2021-03-06 3:21
71,321,piso,lista,2021-12-01 1:33
85,69,domicilio,en curso,2021-05-11 2:20
97,579,domicilio,en curso,2021-10-11 3:40
86,200,piso,en curso,2021-09-02 4:16
29,159,domicilio,en curso,2020-05-12 8:34
8,217,domicilio,lista,2019-04-12 3:02
27,52,piso,lista,2020-08-01 9:30
76,391,domicilio,en curso,2020-11-21 7:37
45,213,piso,en curso,2021-08-10 4:24
7,173,piso,lista,2019-07-29 3:18
71,50,domicilio,lista,2021-01-31 10:12
9,953,piso,lista,2021-08-05 12:17
18,294,piso,lista,2020-10-11 3:43
91,82,piso,en curso,2020-01-13 12:18
19,44,piso,en curso,2020-05-09 10:09
88,867,domicilio,en curso,2020-08-07 7:26
40,947,domicilio,en curso,2019-10-16 5:13
90,989,piso,en curso,2019-06-16 3:45
71,815,domicilio,en curso,2021-09-01 4:03
5,823,domicilio,lista,2020-12-27 6:58
84,19,piso,en curso,2020-05-21 12:24
57,624,domicilio,lista,2019-06-11 3:37
27,344,piso,en curso,2020-04-11 2:48
35,161,domicilio,lista,2020-01-10 7:57
32,168,piso,lista,2020-11-16 3:09
38,507,domicilio,en curso,2019-11-16 8:29
97,599,piso,lista,2019-04-10 6:59
64,43,domicilio,lista,2019-06-14 7:55
38,960,piso,lista,2020-11-11 7:13
84,334,piso,lista,2019-03-01 2:38
38,757,domicilio,lista,2019-11-25 11:57
67,349,domicilio,en curso,2020-06-04 1:23
44,882,piso,lista,2020-06-28 9:55
38,875,domicilio,lista,2020-11-11 9:28
26,396,domicilio,lista,2019-07-01 3:46
28,97,piso,lista,2019-07-03 8:02
39,194,domicilio,en curso,2019-06-28 4:29
61,736,piso,lista,2019-10-08 12:43
83,836,domicilio,lista,2021-08-17 8:38
89,32,domicilio,lista,2021-01-15 10:10
32,20,domicilio,en curso,2020-12-21 5:13
84,251,piso,en curso,2021-10-15 9:07
77,646,domicilio,lista,2020-02-10 9:59
10,872,piso,en curso,2021-03-27 7:04
10,287,domicilio,lista,2019-05-13 8:36
60,392,domicilio,lista,2021-01-14 11:05
75,774,domicilio,en curso,2019-10-24 3:29
48,95,domicilio,lista,2021-05-09 10:52
67,758,piso,en curso,2021-06-18 5:58
30,974,domicilio,lista,2021-09-17 8:14
12,767,piso,lista,2020-01-02 1:19
78,587,piso,lista,2021-04-19 10:42
19,774,piso,en curso,2021-01-20 10:26
18,18,domicilio,lista,2021-03-07 10:26
14,719,piso,lista,2021-12-01 6:08
37,434,piso,lista,2019-07-10 3:48
60,6,piso,lista,2019-08-15 10:48
3,482,domicilio,en curso,2021-11-05 10:01
43,123,domicilio,en curso,2019-08-26 8:45
16,322,piso,en curso,2019-02-13 7:32
10,213,domicilio,lista,2019-04-18 10:09
64,290,piso,en curso,2019-11-07 8:39
20,280,domicilio,lista,2020-03-03 10:41
19,592,piso,en curso,2019-07-30 6:53
57,221,piso,lista,2021-01-10 2:40
29,269,piso,lista,2020-09-15 12:47
100,185,domicilio,en curso,2020-03-10 9:15
28,360,piso,lista,2021-02-24 3:27
33,975,piso,en curso,2019-05-28 4:24
14,601,domicilio,lista,2020-04-17 5:46
61,520,domicilio,lista,2021-02-04 5:03
66,318,domicilio,en curso,2020-07-11 6:08
44,119,domicilio,en curso,2021-08-07 5:49
73,38,piso,lista,2021-10-21 4:51
31,135,domicilio,en curso,2020-02-16 2:56
53,350,domicilio,lista,2020-02-26 7:36
58,237,domicilio,lista,2019-08-21 4:13
40,930,domicilio,en curso,2019-07-09 5:12
72,64,domicilio,en curso,2019-09-25 1:10
6,766,piso,en curso,2021-08-21 4:22
78,278,piso,en curso,2021-02-28 8:42
94,682,domicilio,en curso,2020-08-26 3:43
100,134,domicilio,en curso,2021-06-17 2:43
89,697,domicilio,en curso,2019-03-06 10:38
29,975,domicilio,en curso,2019-12-19 11:53
95,791,domicilio,lista,2021-07-19 8:49
65,570,domicilio,lista,2020-02-27 6:03
18,302,piso,en curso,2021-10-03 2:54
37,934,piso,en curso,2019-10-16 4:53
54,341,domicilio,en curso,2019-03-28 4:29
85,700,piso,lista,2021-08-27 6:14
10,599,piso,en curso,2019-02-14 8:26
45,362,domicilio,lista,2021-01-20 1:57
22,27,domicilio,en curso,2020-08-21 2:05
3,6,domicilio,lista,2021-02-17 4:19
76,755,piso,en curso,2019-05-01 10:22
31,55,domicilio,lista,2020-11-26 4:20
91,855,piso,en curso,2019-11-19 11:54
77,904,domicilio,lista,2021-04-20 4:08
